,CustomerID,Freq,SaleAmount,LastTransaction,ElapsedDays,Freq_log,SaleAmount_log,ElapsedDays_log,ClusterLabel
51,12410,26,693.3299999999999,2011-02-04 10:39:00,310,3.295836866004329,6.542947351813216,5.739792912179234,0
52,12412,61,1226.88,2011-09-26 10:16:00,76,4.127134385045092,7.1130443840624835,4.343805421853684,2
53,12413,38,758.1,2011-10-04 09:00:00,68,3.6635616461296463,6.632133521022722,4.23410650459726,2
54,12414,18,562.41,2011-05-06 14:51:00,219,2.9444389791664403,6.334007604663525,5.393627546352362,0
55,12415,714,124914.53,2011-11-15 14:22:00,26,6.5722825426940075,11.735393027855736,3.295836866004329,1
56,12417,192,3649.1,2011-12-06 14:52:00,5,5.262690188904886,8.202509843461513,1.791759469228055,1
57,12418,34,668.58,2011-08-19 11:08:00,114,3.5553480614894135,6.506650650150935,4.74493212836325,2
58,12420,29,600.39,2011-10-07 08:55:00,65,3.4011973816621555,6.3992436425478765,4.189654742026425,2
59,12421,45,807.04,2011-11-24 09:07:00,17,3.828641396489095,6.694611562246261,2.8903717578961645,2
60,12422,39,803.5600000000001,2011-09-05 09:48:00,97,3.6888794541139363,6.690295544136225,4.584967478670572,2
61,12423,125,1859.31,2011-12-09 10:10:00,2,4.836281906951478,7.528498419486568,1.0986122886681098,1
62,12424,30,1760.96,2011-06-30 12:06:00,164,3.4339872044851463,7.474182104762846,5.10594547390058,2
63,12425,36,777.2,2011-09-22 17:31:00,80,3.6109179126442243,6.6569835605504535,4.394449154672439,2
64,12426,30,582.73,2011-05-29 12:26:00,196,3.4339872044851463,6.369438547154207,5.2832037287379885,0
65,12427,31,825.8,2011-11-18 08:56:00,23,3.4657359027997265,6.717562827807613,3.1780538303479458,2
66,12428,294,7956.46,2011-11-14 08:22:00,27,5.68697535633982,8.981865132439246,3.332204510175204,1
67,12429,97,3750.4,2011-11-30 17:22:00,11,4.584967478670572,8.22988438262624,2.4849066497880004,1
68,12430,11,256.4,2011-10-27 15:09:00,45,2.4849066497880004,5.5506312951620265,3.828641396489095,0
69,12431,234,6419.95,2011-11-04 11:55:00,37,5.459585514144159,8.767321360814657,3.6375861597263857,1
70,12432,108,5059.32,2011-10-28 11:43:00,44,4.6913478822291435,8.529185001388596,3.8066624897703196,1
71,12433,420,13375.87,2011-12-09 10:02:00,2,6.042632833682381,9.50128237507538,1.0986122886681098,1
72,12434,50,806.14,2011-09-16 12:38:00,86,3.9318256327243257,6.6934971352559,4.465908118654584,2
73,12435,36,7829.89,2011-09-21 09:06:00,81,3.6109179126442243,8.965831447914955,4.406719247264253,2
74,12436,16,509.01,2011-09-01 12:09:00,101,2.833213344056216,6.234430333369278,4.624972813284271,0
75,12437,199,4951.41,2011-12-08 11:35:00,3,5.298317366548036,8.507629605767502,1.3862943611198906,1
76,12438,98,2906.85,2011-11-25 13:28:00,16,4.59511985013459,7.9751692554798295,2.833213344056216,1
77,12441,11,173.55,2010-12-08 10:45:00,368,2.4849066497880004,5.162211233551045,5.910796644040527,0
78,12442,12,172.06,2011-12-06 14:22:00,5,2.5649493574615367,5.153638355178593,1.791759469228055,2
79,12444,176,5005.46,2011-11-18 13:23:00,23,5.176149732573829,8.518484357502437,3.1780538303479458,1
80,12445,4,133.4,2011-11-17 18:43:00,24,1.6094379124341003,4.900820428089049,3.2188758248682006,0
81,12446,57,1002.3100000000001,2011-10-13 12:50:00,59,4.060443010546419,6.9110598129904375,4.0943445622221,2
82,12447,26,476.49,2011-04-10 13:25:00,245,3.295836866004329,6.168543217293113,5.5053315359323625,0
83,12448,22,449.45,2011-10-26 13:46:00,46,3.1354942159291497,6.110247083097449,3.8501476017100584,2
84,12449,191,4067.29,2011-11-17 13:46:00,24,5.2574953720277815,8.310978042729836,3.2188758248682006,1
85,12450,8,197.88,2011-07-06 14:41:00,158,2.1972245773362196,5.292701627762401,5.0689042022202315,0
86,12451,354,9035.52,2011-11-29 08:40:00,12,5.872117789475416,9.109029423519523,2.5649493574615367,1
87,12452,22,430.57,2011-11-23 10:28:00,18,3.1354942159291497,6.067429722163682,2.9444389791664403,2
88,12453,43,707.09,2011-07-28 14:08:00,136,3.784189633918261,6.562571204258897,4.919980925828125,2
89,12454,15,3528.34,2011-10-14 17:13:00,58,2.772588722239781,8.168866163607964,4.07753744390572,2
90,12455,90,2466.86,2011-09-27 15:31:00,75,4.51085950651685,7.81110665732229,4.330733340286331,2
91,12456,125,3181.04,2011-10-26 14:41:00,46,4.836281906951478,8.065277779528966,3.8501476017100584,1
92,12457,62,2363.23,2011-10-04 13:13:00,68,4.143134726391533,7.768207666517555,4.23410650459726,2
93,12458,38,947.4,2011-09-29 15:25:00,73,3.6635616461296463,6.854776354191251,4.30406509320417,2
94,12461,35,826.88,2011-09-06 16:57:00,96,3.58351893845611,6.718868216346018,4.574710978503383,2
95,12462,62,1189.59,2011-11-21 09:11:00,20,4.143134726391533,7.082204261557526,3.044522437723423,2
96,12463,83,1344.78,2011-10-17 13:44:00,55,4.430816798843313,7.204729049594601,4.02535169073515,2
97,12464,29,1212.05,2011-11-29 13:33:00,12,3.4011973816621555,7.100893128209941,2.5649493574615367,2
98,12465,47,742.1899999999999,2011-11-22 16:34:00,19,3.871201010907891,6.610951732080795,2.995732273553991,2
99,12468,38,729.5400000000001,2011-06-05 11:36:00,189,3.6635616461296463,6.593783986707386,5.247024072160486,2
100,12471,459,19788.65,2011-12-07 15:43:00,4,6.131226489483141,9.89291435274037,1.6094379124341003,1
101,12472,339,6572.11,2011-11-07 14:01:00,34,5.8289456176102075,8.790742363252102,3.5553480614894135,1
102,12473,167,3928.0499999999997,2011-11-10 13:46:00,31,5.123963979403259,8.276152945361936,3.4657359027997265,1
103,12474,422,7324.09,2011-11-22 14:39:00,19,6.0473721790462776,8.899060720499207,2.995732273553991,1
104,12475,36,723.38,2011-10-17 10:10:00,55,3.6109179126442243,6.585316116572351,4.02535169073515,2
105,12476,233,6816.42,2011-11-24 12:40:00,17,5.455321115357702,8.82723638014411,2.8903717578961645,1
106,12477,300,13219.74,2011-11-17 09:51:00,24,5.707110264748875,9.489542087633343,3.2188758248682006,1
107,12478,36,680.99,2011-12-06 09:56:00,5,3.6109179126442243,6.525014994979364,1.791759469228055,2
108,12479,31,527.2,2011-11-28 13:26:00,13,3.4657359027997265,6.269474999863032,2.6390573296152584,2
109,12480,154,3281.63,2011-11-11 14:52:00,30,5.043425116919247,8.096400209353131,3.4339872044851463,1
110,12481,216,5579.82,2011-11-17 08:29:00,24,5.37989735354046,8.62709099798378,3.2188758248682006,1
111,12483,75,2484.98,2011-11-22 17:02:00,19,4.330733340286331,7.818422226986002,2.995732273553991,1
112,12484,343,4527.32,2011-11-07 11:37:00,34,5.840641657373398,8.418106288764006,3.5553480614894135,1
113,12488,55,1298.66,2011-11-30 08:50:00,11,4.02535169073515,7.169857970780942,2.4849066497880004,2
114,12489,15,334.93,2011-01-07 13:13:00,338,2.772588722239781,5.816902804925467,5.82600010738045,0
115,12490,245,5417.93,2011-12-04 16:07:00,7,5.5053315359323625,8.597653657970227,2.0794415416798357,1
116,12491,26,460.40000000000003,2011-11-01 12:18:00,40,3.295836866004329,6.134265345739653,3.713572066704308,2
117,12492,20,263.21000000000004,2011-10-07 15:15:00,65,3.044522437723423,5.5767442414854775,4.189654742026425,0
118,12493,22,433.74,2011-06-27 10:17:00,167,3.1354942159291497,6.0747481512447195,5.123963979403259,0
119,12494,77,1246.1000000000001,2011-11-24 09:34:00,17,4.356708826689592,7.128576134926702,2.8903717578961645,2
120,12497,14,1043.1,2011-09-19 12:29:00,83,2.70805020110221,6.950910549296065,4.430816798843313,2
121,12498,23,403.70000000000005,2011-11-18 12:53:00,23,3.1780538303479458,6.00314605188182,3.1780538303479458,2
122,12500,61,4257.82,2011-11-16 16:20:00,25,4.127134385045092,8.356747405587967,3.258096538021482,1
123,12501,149,2169.39,2011-01-07 12:28:00,338,5.0106352940962555,7.682662153888476,5.82600010738045,2
124,12502,147,3723.87,2011-09-05 11:52:00,97,4.997212273764115,8.222787230875806,4.584967478670572,1
125,12504,9,482.04999999999995,2011-11-21 16:02:00,20,2.302585092994046,6.180120167963518,3.044522437723423,2
126,12506,23,73.5,2011-04-21 08:54:00,234,3.1780538303479458,4.310799125385514,5.459585514144159,0
127,12507,21,1304.81,2011-07-28 17:09:00,136,3.091042453358316,7.174578816863813,4.919980925828125,2
128,12508,68,397.88,2011-11-13 15:37:00,28,4.23410650459726,5.988660619775247,3.367295829986474,2
129,12509,7,176.5,2011-02-28 14:45:00,286,2.0794415416798357,5.178970608915471,5.659482215759621,0
130,12510,33,982.5699999999999,2011-07-20 10:15:00,144,3.5263605246161616,6.8911888096735625,4.976733742420574,2
131,12512,31,132.18,2011-10-04 14:55:00,68,3.4657359027997265,4.891701596682476,4.23410650459726,0
132,12513,35,612.29,2011-08-19 10:51:00,114,3.58351893845611,6.418837907265026,4.74493212836325,2
133,12514,51,1017.68,2011-03-17 16:38:00,269,3.9512437185814275,6.926262950537876,5.598421958998375,2
134,12515,16,383.7,2010-12-21 15:43:00,355,2.833213344056216,5.95246380975825,5.87493073085203,0
135,12516,26,1312.06,2011-09-23 09:13:00,79,3.295836866004329,7.180115570136106,4.382026634673881,2
136,12517,279,2481.6,2011-11-11 14:04:00,30,5.634789603169249,7.817061677081847,3.4339872044851463,1
137,12518,124,2056.89,2011-12-09 10:13:00,2,4.8283137373023015,7.629436465014086,1.0986122886681098,1
138,12519,17,330.84,2011-10-07 09:26:00,65,2.8903717578961645,5.804652925041163,4.189654742026425,0
139,12520,152,2634.26,2011-09-21 15:23:00,81,5.030437921392435,7.876737127834484,4.406719247264253,2
140,12521,38,599.68,2011-07-20 10:51:00,144,3.6635616461296463,6.39806234681208,4.976733742420574,2
141,12522,12,192.72,2011-10-31 15:30:00,41,2.5649493574615367,5.266413817535028,3.7376696182833684,0
142,12523,106,1789.77,2011-11-20 12:55:00,21,4.672828834461906,7.490400973937009,3.091042453358316,1
143,12524,144,4485.72,2011-11-30 15:31:00,11,4.976733742420574,8.408877201532766,2.4849066497880004,1
144,12526,71,1316.66,2011-12-09 12:09:00,2,4.276666119016055,7.183612715167257,1.0986122886681098,1
145,12527,18,348.71000000000004,2011-09-19 11:55:00,83,2.9444389791664403,5.857104239599851,4.430816798843313,0
146,12528,92,1933.48,2011-11-30 14:40:00,11,4.532599493153256,7.567593835498341,2.4849066497880004,1
147,12530,66,1662.28,2011-10-11 12:34:00,61,4.204692619390966,7.416546835435133,4.127134385045092,2
148,12531,17,125.22,2011-11-25 11:12:00,16,2.8903717578961645,4.838026416156094,2.833213344056216,0
149,12532,16,349.83000000000004,2011-11-09 13:47:00,32,2.833213344056216,5.860301775655642,3.4965075614664802,2
150,12534,63,1089.18,2011-08-01 10:26:00,132,4.1588830833596715,6.9940980992041535,4.890349128221754,2
151,12535,34,716.35,2011-09-09 08:48:00,93,3.5553480614894135,6.575563866544399,4.543294782270004,2
152,12536,261,12601.830000000002,2011-10-27 14:20:00,45,5.568344503761097,9.441676670894656,3.828641396489095,1
153,12538,21,363.95,2011-11-10 17:16:00,31,3.091042453358316,5.899760357897641,3.4657359027997265,2
154,12539,273,5568.35,2011-11-17 13:30:00,24,5.6131281063880705,8.625033629522884,3.2188758248682006,1
155,12540,478,13400.24,2011-11-20 11:31:00,21,6.171700597410915,9.503102518971122,3.091042453358316,1
156,12541,52,981.18,2011-11-10 10:40:00,31,3.970291913552122,6.889774590946187,3.4657359027997265,2
157,12544,19,372.7,2011-11-03 16:15:00,38,2.995732273553991,5.923453336491439,3.6635616461296463,2
158,12545,50,1000.39,2011-09-25 13:39:00,77,3.9318256327243257,6.9091443138264115,4.356708826689592,2
159,12546,69,1161.5,2011-10-24 12:09:00,48,4.248495242049359,7.058328137461511,3.8918202981106265,2
160,12547,8,207.79999999999998,2011-05-26 12:38:00,199,2.1972245773362196,5.341376856008484,5.298317366548036,0
161,12548,5,95.19999999999999,2011-06-26 15:35:00,168,1.791759469228055,4.566429357671661,5.1298987149230735,0
162,12550,57,964.83,2011-09-21 14:35:00,81,4.060443010546419,6.872987835288763,4.406719247264253,2
163,12551,10,168.0,2010-12-17 11:23:00,359,2.3978952727983707,5.1298987149230735,5.886104031450156,0
164,12552,20,437.82,2011-11-01 10:02:00,40,3.044522437723423,6.084089306213804,3.713572066704308,2
165,12553,191,3692.28,2011-12-01 16:38:00,10,5.2574953720277815,8.214270231095687,2.3978952727983707,1
166,12556,119,599.56,2011-10-20 13:06:00,52,4.787491742782046,6.397862553264747,3.970291913552122,2
167,12557,33,11990.960000000001,2011-11-23 16:59:00,18,3.5263605246161616,9.391991704219834,2.9444389791664403,1
168,12558,11,269.96,2011-12-02 10:41:00,9,2.4849066497880004,5.601971208509516,2.302585092994046,2
169,12559,21,561.71,2011-02-02 09:49:00,312,3.091042453358316,6.33276439774036,5.746203190540153,0
170,12560,105,2134.01,2011-12-04 13:54:00,7,4.663439094112067,7.666226609492505,2.0794415416798357,1
171,12561,16,238.85,2011-02-10 11:39:00,304,2.833213344056216,5.480013727948073,5.720311776607412,0
172,12562,168,3781.7400000000002,2011-12-01 17:20:00,10,5.1298987149230735,8.23820389374878,2.3978952727983707,1
173,12564,21,456.9,2011-03-23 14:55:00,263,3.091042453358316,6.12665081966305,5.575949103146316,0
174,12565,9,145.92,2011-02-24 10:34:00,290,2.302585092994046,4.989888220951467,5.673323267171493,0
175,12566,19,351.65,2011-09-14 14:30:00,88,2.995732273553991,5.865476063654188,4.48863636973214,0
176,12567,446,9401.28,2011-11-17 11:02:00,24,6.102558594613569,9.148707492038316,3.2188758248682006,1
177,12569,188,4124.69,2011-12-07 16:24:00,4,5.241747015059643,8.324988557507531,1.6094379124341003,1
178,12571,34,519.61,2011-10-31 10:19:00,41,3.5553480614894135,6.255001200981438,3.7376696182833684,2
179,12572,60,1020.42,2011-12-01 09:20:00,10,4.110873864173311,6.928949094989139,2.3978952727983707,2
180,12573,28,160.54000000000002,2011-04-26 15:52:00,229,3.367295829986474,5.08475279001415,5.438079308923196,0
181,12574,11,218.45,2011-01-28 09:20:00,317,2.4849066497880004,5.391124416134243,5.762051382780177,0
182,12576,88,1315.83,2011-11-04 10:11:00,37,4.48863636973214,7.182982612166326,3.6375861597263857,2
183,12577,146,626.6,2011-11-04 13:24:00,37,4.990432586778736,6.441903020858877,3.6375861597263857,2
184,12578,114,2794.51,2011-11-18 13:30:00,23,4.74493212836325,7.935769837637909,3.1780538303479458,1
185,12579,29,440.42,2011-09-22 17:15:00,80,3.4011973816621555,6.0899968031722285,4.394449154672439,2
186,12580,24,415.7,2011-04-07 10:24:00,248,3.2188758248682006,6.032366538428407,5.517452896464707,0
187,12581,15,197.71,2011-10-31 08:56:00,41,2.772588722239781,5.291846475417725,3.7376696182833684,0
188,12582,22,511.36,2011-04-15 08:45:00,240,3.1354942159291497,6.239027502962935,5.484796933490655,0
189,12583,247,7281.38,2011-12-07 08:07:00,4,5.5134287461649825,8.89321301083995,1.6094379124341003,1
190,12584,96,2338.15,2011-12-06 09:35:00,5,4.574710978503383,7.757542894498013,1.791759469228055,1
191,12585,87,2040.1,2011-04-19 13:39:00,236,4.477336814478207,7.621244157199997,5.4680601411351315,2
192,12586,11,196.94000000000003,2011-11-22 16:24:00,19,2.4849066497880004,5.2879639544685455,2.995732273553991,0
193,12587,4,144.0,2011-12-02 12:47:00,9,1.6094379124341003,4.976733742420574,2.302585092994046,0
194,12588,10,214.89999999999998,2011-10-31 15:01:00,41,2.3978952727983707,5.3748153375207615,3.7376696182833684,0
195,12589,35,646.68,2011-11-11 10:19:00,30,3.58351893845611,6.473396747218991,3.4339872044851463,2
196,12590,68,9864.26,2011-05-12 14:52:00,213,4.23410650459726,9.196774773912752,5.365976015021851,2
197,12591,26,452.84999999999997,2011-01-26 14:35:00,319,3.295836866004329,6.117766746972636,5.768320995793772,0
198,12592,18,437.6,2011-09-08 15:04:00,94,2.9444389791664403,6.083587835983788,4.553876891600541,0
199,12593,21,418.09999999999997,2011-08-23 12:43:00,110,3.091042453358316,6.038109554931026,4.709530201312334,0
200,12594,118,3338.2200000000003,2011-11-02 12:20:00,39,4.77912349311153,8.113492525763553,3.6888794541139363,1
201,12596,27,618.27,2011-10-19 13:02:00,53,3.332204510175204,6.428541364981557,3.9889840465642745,2
202,12597,206,3811.22,2011-11-20 13:33:00,21,5.332718793265369,8.245966975595675,3.091042453358316,1
203,12598,132,3023.08,2011-11-30 12:18:00,11,4.890349128221754,8.01436219197595,2.4849066497880004,1
204,12599,62,1032.58,2011-11-10 13:34:00,31,4.143134726391533,6.940783782995926,3.4657359027997265,2
205,12600,64,2599.04,2011-11-11 10:29:00,30,4.174387269895637,7.863282108506616,3.4339872044851463,2
206,12601,28,577.0600000000001,2011-06-03 10:17:00,191,3.367295829986474,6.359677669513258,5.2574953720277815,0
207,12602,12,153.12,2011-10-12 11:22:00,60,2.5649493574615367,5.037731519757957,4.110873864173311,0
208,12603,2,739.1999999999999,2011-11-18 10:42:00,23,1.0986122886681098,6.606920419952056,3.1780538303479458,0
209,12604,16,254.18,2011-09-21 14:08:00,81,2.833213344056216,5.541969178493598,4.406719247264253,0
210,12607,101,1579.51,2011-10-10 16:06:00,62,4.624972813284271,7.3655028587473295,4.143134726391533,2
211,12609,60,1126.85,2011-09-22 16:34:00,80,4.110873864173311,7.0280684444921455,4.394449154672439,2
212,12610,106,2099.54,2011-11-17 09:34:00,24,4.672828834461906,7.6499497335130995,3.2188758248682006,1
213,12611,65,1193.32,2011-10-18 13:12:00,54,4.189654742026425,7.085332264745334,4.007333185232471,2
214,12612,19,704.0400000000001,2011-09-26 15:35:00,76,2.995732273553991,6.558254538791405,4.343805421853684,2
215,12613,153,3344.38,2011-10-13 14:59:00,59,5.0369526024136295,8.115335568501695,4.0943445622221,1
216,12614,20,315.6,2011-03-07 10:22:00,279,3.044522437723423,5.757639147446912,5.634789603169249,0
217,12615,105,2291.19,2011-12-07 15:02:00,4,4.663439094112067,7.73726297143202,1.6094379124341003,1
218,12616,32,713.3,2011-09-05 15:17:00,97,3.4965075614664802,6.571303042160927,4.584967478670572,2
219,12617,41,352.98,2011-11-10 14:39:00,31,3.7376696182833684,5.869240414362608,3.4657359027997265,2
220,12618,11,177.31,2011-11-18 11:10:00,23,2.4849066497880004,5.183523608545955,3.1780538303479458,0
221,12619,90,3641.24,2011-11-23 14:52:00,18,4.51085950651685,8.200354155974704,2.9444389791664403,1
222,12620,92,1339.41,2011-11-25 10:20:00,16,4.532599493153256,7.20073081629489,2.833213344056216,1
223,12621,467,13689.67,2011-12-08 11:25:00,3,6.148468295917647,9.524469857917655,1.3862943611198906,1
224,12622,11,180.1,2011-04-21 16:39:00,234,2.4849066497880004,5.199049364889368,5.459585514144159,0
225,12623,18,305.1,2011-03-08 13:50:00,278,2.9444389791664403,5.723911845951367,5.631211781821365,0
226,12624,38,641.13,2011-08-25 15:04:00,108,3.6635616461296463,6.464790775403018,4.6913478822291435,2
227,12625,86,2683.82,2011-05-12 09:54:00,213,4.465908118654584,7.895368965589599,5.365976015021851,2
228,12626,294,6620.48,2011-11-16 16:06:00,25,5.68697535633982,8.798074188898816,3.258096538021482,1
229,12627,230,4478.53,2011-11-29 12:07:00,12,5.442417710521793,8.407273409191232,2.5649493574615367,1
230,12628,41,786.46,2011-12-05 13:15:00,6,3.7376696182833684,6.668812575758953,1.9459101490553132,2
231,12630,64,1270.88,2011-11-30 10:48:00,11,4.174387269895637,7.1482513998271635,2.4849066497880004,1
232,12631,31,640.5,2011-10-13 13:53:00,59,3.4657359027997265,6.463809184055691,4.0943445622221,2
233,12633,101,2163.98,2011-10-12 11:40:00,60,4.624972813284271,7.6801664025186325,4.110873864173311,2
234,12635,101,1689.18,2011-09-11 11:04:00,91,4.624972813284271,7.432590311121191,4.5217885770490405,2
235,12637,382,6002.9,2011-10-03 13:46:00,69,5.948034989180646,8.70016453705169,4.248495242049359,1
236,12638,39,671.69,2011-11-06 13:11:00,35,3.6888794541139363,6.511284599453549,3.58351893845611,2
237,12639,22,486.1,2011-04-15 12:48:00,240,3.1354942159291497,6.188469440812497,5.484796933490655,0
238,12640,53,1174.58,2011-11-16 11:52:00,25,3.9889840465642745,7.06951692181073,3.258096538021482,2
239,12641,10,185.9,2011-08-16 13:26:00,117,2.3978952727983707,5.230573714461517,4.770684624465665,0
240,12642,47,1013.26,2011-11-14 15:03:00,27,3.871201010907891,6.9219145615400475,3.332204510175204,2
241,12643,24,3344.64,2011-08-03 12:56:00,130,3.2188758248682006,8.11541328460481,4.875197323201151,2
242,12644,31,477.91,2011-08-02 10:33:00,131,3.4657359027997265,6.171512688316606,4.882801922586371,0
243,12645,73,1775.18,2011-11-06 12:38:00,35,4.30406509320417,7.482220269767765,3.58351893845611,2
244,12646,45,1346.97,2011-12-05 10:14:00,6,3.828641396489095,7.206355036031724,1.9459101490553132,1
245,12647,121,3722.82,2011-11-17 12:56:00,24,4.804021044733257,8.222505302105255,3.2188758248682006,1
246,12648,21,318.05,2011-07-08 11:55:00,156,3.091042453358316,5.765347830314356,5.056245805348308,0
247,12649,31,623.51,2011-08-24 14:41:00,109,3.4657359027997265,6.4369673422476765,4.700480365792417,2
248,12650,20,314.44,2011-12-06 16:34:00,5,3.044522437723423,5.753968489569372,1.791759469228055,2
249,12651,9,114.0,2011-01-09 12:46:00,336,2.302585092994046,4.74493212836325,5.820082930352362,0
250,12652,48,919.98,2011-01-12 15:00:00,333,3.8918202981106265,6.82543832049292,5.811140992976701,2
251,12653,43,2209.85,2011-07-14 10:41:00,150,3.784189633918261,7.701132335950876,5.017279836814924,2
252,12654,38,601.98,2011-11-29 10:10:00,12,3.6635616461296463,6.401884028681278,2.5649493574615367,2
253,12656,126,4051.17,2011-11-22 13:42:00,19,4.844187086458591,8.30700781907883,2.995732273553991,1
254,12657,47,1643.18,2011-11-28 15:47:00,13,3.871201010907891,7.4049970586737315,2.6390573296152584,2
255,12658,36,686.05,2011-11-21 10:22:00,20,3.6109179126442243,6.532407069777784,3.044522437723423,2
256,12659,5,91.68,2011-11-10 11:53:00,31,1.791759469228055,4.529152699564175,3.4657359027997265,0
